StartDate,EndDate,Duration (in seconds),Finished,ResponseId,DistributionChannel,UserLanguage,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12,Q13,Q14,Q15,Q16
12/11/2020 23:55,12/12/2020 0:09,799,TRUE,R_1lmKy69OrGGEOlP,email,EN,"I consent, begin the study.",Female,Ph.D.,North America (US and Canada),11 to 20 years,ChromiumOS,Yes,Yes,3 to 5,More than 100,2 to 5 hours,9,6,7,4,8,4,4,3,4,4,None,"No, I always pay same attention to code written by any types of developers",,Yes,
12/5/2020 15:23,12/5/2020 15:24,90,FALSE,R_3ReUOO0IXvkNrsJ,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 16:28,12/6/2020 23:03,282877,FALSE,R_3Mrjg5ChDTEBXle,email,EN,"I consent, begin the study.",Male,Bachelors,Oceania (Australia and New Zealand,More than 20 years,Samba,Yes,No,,More than 100,,,,,,,,,,,,,,,,
12/7/2020 14:31,12/7/2020 14:32,83,FALSE,R_1GvjVM8MJP9zWbE,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,1 to 2 years,chromium,,,,,,,,,,,,,,,,,,,,
12/8/2020 4:13,12/8/2020 4:13,38,FALSE,R_8FVJEi4SjSKCDpn,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2020 12:08,12/16/2020 12:11,209,TRUE,R_ULLEybsbh45yneN,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,,Yes,No,,More than 100,2 to 5 hours,10,9,7,5,10,7,7,3,3,4,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics",Fast and loose coding style,Yes,Security is hard. Good software design is hard.
12/16/2020 12:13,12/16/2020 12:24,656,TRUE,R_1j8ptdhaZ6246Mk,email,EN,"I consent, begin the study.",Male,High school,Europe,More than 20 years,qemu,No,Yes,6 to 10,More than 100,16 to 20 hours,7,2,5,4,4,4,2,1,2,2,None,"No, I always pay same attention to code written by any types of developers",less experience,Yes,"code was not used in critical environment, so better code review was not worth the efforts and missed security defects were acceptable"
12/16/2020 12:11,12/16/2020 12:27,952,TRUE,R_2zUYyI3IMhB2woS,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),More than 20 years,Zuluru,No,No,,More than 100,2 to 5 hours,8,1,6,6,7,4,4,2,3,4,1 to 5,"No, I always pay same attention to code written by any types of developers","My work is very focused on web-based development, and the biggest thing I've noticed is a lack of experience with / knowledge of common web-based attacks, such as needing to secure against people simply editing the URL they are provided.",No,
12/16/2020 12:10,12/16/2020 12:46,2145,TRUE,R_2ZDCFgQQlrzmnQN,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,6 to 10 years,Git,No,No,,More than 100,2 to 5 hours,9,4,8,4,6,3,6,4,4,2,None,"No, I always pay same attention to code written by any types of developers","inexperienced in software development,
new to the code,
new to the language and its idioms",No,
12/16/2020 13:02,12/16/2020 13:24,1277,TRUE,R_2aFBV5xlESVrEWE,email,EN,"I consent, begin the study.",Male,Ph.D.,South America,6 to 10 years,MediaWiki,No,Yes,6 to 10,51 to 100,2 to 5 hours,10,6,5,5,10,10,6,9,6,7,1 to 5,"No, I always pay same attention to code written by any types of developers",Mostly inexperience,No,
12/16/2020 13:22,12/16/2020 13:28,385,TRUE,R_xFWdSYwuINlzd0B,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,Drupal,No,Yes,More than 20,More than 100,2 to 5 hours,4,4,2,1,8,8,1,1,1,1,21 to 50,"No, I always pay same attention to code written by any types of developers",inexperience with web security,Yes,It isn't always evident that data being handled may originate from an untrusted source.
12/16/2020 13:22,12/16/2020 13:28,370,TRUE,R_C4uTAkhBMR9v9bH,email,EN,"I consent, begin the study.",Prefer not to answer,Others,Europe,More than 20 years,Linux Kernel,No,Yes,More than 20,More than 100,16 to 20 hours,8,4,2,7,7,9,6,6,4,2,None,"No, I always pay same attention to code written by any types of developers",No Idea,Yes,Diverse
12/16/2020 13:27,12/16/2020 13:39,728,TRUE,R_2EE5OkHA5sgIW0s,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,11 to 20 years,CakePHP,No,Yes,1 to 2,More than 100,Less than 2 hours,10,6,3,3,9,7,7,4,5,4,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics",inexperienced in software development,Yes,
12/16/2020 13:04,12/16/2020 13:40,2204,TRUE,R_1CpEogmu21BF5zZ,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),More than 20 years,MediaWiki/CirrusSearch,Yes,Yes,6 to 10,More than 100,2 to 5 hours,9,2,4,3,7,4,7,4,2,2,None,"Yes, I often pay closer attention to code written by developers with certain characteristics",Experience.,Yes,A specific external open-source component behaved differently than similar components in parallel workflows. We didn't catch it and understand the ramifications in testing and review.
12/16/2020 14:15,12/16/2020 14:36,1226,TRUE,R_DhPXooUNXsrs0sp,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),6 to 10 years,Kinto,Yes,No,,51 to 100,Less than 2 hours,10,4,3,5,6,7,3,4,3,3,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics",Inexperience and prior history of secure coding mistakes.,Yes,
12/16/2020 14:41,12/16/2020 14:56,917,TRUE,R_3sBv1pBIJAbgVqI,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),11 to 20 years,WebKit,Yes,Yes,11 to 20,More than 100,Less than 2 hours,10,6,6,7,5,4,7,8,10,4,21 to 50,"Yes, I often pay closer attention to code written by developers with certain characteristics","Previous experience contributing to the project is associated with higher-quality code, so more experienced contributors require less code review.

This doesn't mean there won't be security mistakes. When working with unsafe languages, *everybody* is going to introduce security bugs into the code. That's inevitable. But I believe the more experienced contributors will introduce fewer security bugs than less-experienced contributors.",Yes,I would say the main problem is that I'm a human. Humans are bad at finding security defects during code review.
12/16/2020 15:12,12/16/2020 15:13,23,TRUE,R_3kOlXz20v5U3Zps,email,EN,I do not consent,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2020 16:55,12/16/2020 16:56,54,TRUE,R_1GNv4vrpZADwbsY,email,EN,I do not consent,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2020 19:00,12/16/2020 19:03,180,TRUE,R_UDCKMXrtpO8E2aZ,email,EN,"I consent, begin the study.",Male,High school,Europe,3 to 5 years,MediaWiki,No,Yes,6 to 10,More than 100,6 to 10 hours,1,1,1,1,1,1,1,1,1,1,None,"No, I always pay same attention to code written by any types of developers",,No,
12/16/2020 20:56,12/16/2020 21:08,742,TRUE,R_3RsZVXRHGFqaSFZ,email,EN,"I consent, begin the study.",Male,Bachelors,Other Asian Countries,6 to 10 years,sahana software foundation,No,Yes,1 to 2,21 to 50,6 to 10 hours,5,5,8,8,7,8,7,4,9,5,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics",There are some developers who makes similar type of mistakes very often. So when a PR is raised I am can easily find if that particular developer make the same mistake or not.,Yes,"We mostly do peer reviews and sometimes some of the issues may failed to identify, may be due to lack of concentration or over confidence of the other peer. So some of the codes are unattended assuming that the developer hasn't make any mistake."
12/16/2020 21:23,12/16/2020 21:54,1881,TRUE,R_xrNll6DJMkTXaMh,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),More than 20 years,MediaWiki,Yes,Yes,3 to 5,More than 100,2 to 5 hours,7,6,2,4,3,4,3,2,3,4,More than 50,"Yes, I often pay closer attention to code written by developers with certain characteristics",Past mistakes. New to language or code base. New to web development.,Yes,Overconfident in the ability of the patch author. Complex code paths where keeping track of input taint is difficult. Novel exploits. General lack of care in review.
12/17/2020 0:19,12/17/2020 0:29,603,TRUE,R_2VpQ8K58siJeIF1,email,EN,"I consent, begin the study.",Male,High school,Others,More than 20 years,WebKit ,Yes,Yes,3 to 5,More than 100,2 to 5 hours,7,2,3,2,3,6,3,3,6,1,1 to 5,"No, I always pay same attention to code written by any types of developers",Anyone can make mistakes. Assuming that experienced developers would introduce less security risks is a dangerous assumption ,Yes,The defect was based on very unlikely input data
12/17/2020 1:51,12/17/2020 1:55,200,TRUE,R_2zwOxVbAWarHEcz,anonymous,EN,"I consent, begin the study.",Male,High school,Europe,6 to 10 years,,No,Yes,3 to 5,More than 100,2 to 5 hours,4,4,4,4,4,4,4,4,4,4,None,"No, I always pay same attention to code written by any types of developers",,Yes,
12/17/2020 1:44,12/17/2020 1:58,829,TRUE,R_bxwQQ3QDBXEk8xj,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),6 to 10 years,MediaWiki,Yes,Yes,3 to 5,More than 100,6 to 10 hours,7,5,3,4,4,4,5,2,4,4,More than 50,"Yes, I often pay closer attention to code written by developers with certain characteristics","Experience level as well as personality.

Some people have a reputation for being careful, and some people have a reputation for being careless.

In particular, I've known some people who tend to write ""hackier"" code, who are more interested in making a proof of concept that works for a new idea, rather then writing clean code. I find these are very high risk individuals for security.",Yes,"Nobody is perfect. Sometimes there is complex interactions with other parts of the system, sometimes maybe you are tired and just miss something. Sometimes you misunderstand the context where the code will be used."
12/17/2020 2:11,12/17/2020 2:43,1906,TRUE,R_1l3nOajIzfbkYV1,email,EN,"I consent, begin the study.",Prefer not to answer,Bachelors,Europe,More than 20 years,Apache httpd,No,Yes,More than 20,More than 100,6 to 10 hours,2,1,1,1,1,2,1,1,1,1,More than 50,"No, I always pay same attention to code written by any types of developers","Lack of understanding as to how the machines work.
",Yes,"We're human.

This is  why more than one person does the reviewing.
"
12/17/2020 4:04,12/17/2020 4:09,274,TRUE,R_1dgYTNmEZ1LLjlw,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,11 to 20 years,Joomla,No,No,,21 to 50,2 to 5 hours,4,4,5,5,10,7,10,1,8,1,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics","inexperienced in software development, general stupidity",No,
12/17/2020 5:10,12/17/2020 5:35,1500,TRUE,R_2cqlURQSZ5lQc3P,email,EN,"I consent, begin the study.",Male,High school,Europe,3 to 5 years,MediaWiki,No,Yes,3 to 5,More than 100,11 to 15 hours,7,4,4,5,6,5,6,5,3,3,More than 50,"Yes, I often pay closer attention to code written by developers with certain characteristics","Inexperience with software development, or the programming language being used, or even just the application being developed is a big factor. Knowing how much attention the developer usually pays to manual testing and thorough reviews is another.",Yes,"Mainly because I still was quite inexperienced, and I used to put less focus on security vulnerabilities."
12/17/2020 1:52,12/17/2020 5:42,13785,TRUE,R_1eP5rQTV7WOWV5Y,email,EN,"I consent, begin the study.",Male,Bachelors,South America,More than 20 years,git,No,No,,More than 100,11 to 15 hours,10,4,2,3,9,8,8,4,6,5,None,"No, I always pay same attention to code written by any types of developers",,Yes,Probably some buffer overflow.
12/17/2020 7:54,12/17/2020 8:10,963,TRUE,R_WDI4gcA6Yq3RmEx,email,EN,"I consent, begin the study.",Male,Bachelors,Africa,3 to 5 years,MediaWiki,No,Yes,3 to 5,More than 100,16 to 20 hours,5,4,2,2,6,6,3,1,1,2,11 to 20,"Yes, I often pay closer attention to code written by developers with certain characteristics",New hire not familiar with the project or lack of extensive experience with the programming language of the code under review ,Yes,"Well, human is infallible. Sometime despite all attempt to make a thorough code review something can be missed by everybody and give room for security issue to crept it. But that's usually found and rectified not long after introduction of  the issue."
12/17/2020 7:56,12/17/2020 8:12,975,TRUE,R_2uDwkF1ajYsMC9T,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,Cosmic Cloud (fork of Apache CloudStack),Yes,No,,More than 100,11 to 15 hours,10,3,2,6,10,9,1,2,5,1,11 to 20,"Yes, I often pay closer attention to code written by developers with certain characteristics","The characteristics are hard to say, but I am biased towards people I trust more or less.",Yes,Because the change that disabled a security gate was very small compared to the entire delta of the change.
12/17/2020 8:45,12/17/2020 9:18,1940,TRUE,R_3KxudeItXHdOwaD,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,Git,No,Yes,3 to 5,More than 100,6 to 10 hours,8,3,5,4,6,4,6,2,4,2,1 to 5,"No, I always pay same attention to code written by any types of developers",,Yes,I don't remember any details. :(
12/10/2020 10:58,12/10/2020 11:02,234,FALSE,R_1LbMA316gMe5Lep,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,6 to 10 years,Mozilla Firefox,Yes,Yes,11 to 20,More than 100,2 to 5 hours,4,4,4,6,4,4,7,4,4,7,None,"Yes, I often pay closer attention to code written by developers with certain characteristics","Inexperience, prior history, new to the team/project.",No,
12/10/2020 11:57,12/10/2020 11:59,95,FALSE,R_4Vd2wcCN9SCcukx,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,fwupd,No,No,,More than 100,6 to 10 hours,,,,,,,,,,,,,,,
12/10/2020 12:09,12/10/2020 12:11,113,FALSE,R_20SP0vVqfirZo4U,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,Less than a year,chromium,,,,,,,,,,,,,,,,,,,,
12/10/2020 12:21,12/10/2020 12:22,53,FALSE,R_UGrWDHUo6u1I4wN,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),More than 20 years,Apache Spark,No,No,,More than 100,2 to 5 hours,,,,,,,,,,,,,,,
12/10/2020 12:41,12/10/2020 12:44,227,FALSE,R_xf748OK3OuXRoMF,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),6 to 10 years,Git,No,Yes,6 to 10,51 to 100,More than 20 hours,2,1,6,2,3,4,3,1,1,2,1 to 5,"No, I always pay same attention to code written by any types of developers",,Yes,
12/10/2020 13:01,12/10/2020 13:10,572,FALSE,R_07A9zQsKlV9I2FH,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,WebKit,Yes,Yes,6 to 10,More than 100,11 to 15 hours,,,,,,,,,,,,,,,
12/10/2020 13:13,12/10/2020 13:14,31,FALSE,R_pzQSiSXYErNihJD,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2020 13:37,12/17/2020 13:40,184,TRUE,R_3fxuqWpNLTj4eJ8,preview,EN,"I consent, begin the study.",,,,,,,Yes,6 to 10,,,4,4,4,4,4,4,4,4,4,4,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics",,No,
12/10/2020 13:47,12/10/2020 13:50,172,FALSE,R_2AQNWHETXbo7ji8,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,Chromium,Yes,Yes,6 to 10,More than 100,11 to 15 hours,,,,,,,,,,,,,,,
12/10/2020 17:46,12/10/2020 17:57,686,FALSE,R_28GIcGeGzJJc943,email,EN,"I consent, begin the study.",Male,Masters,"East Asia (China, Japan, South Korea, Taiwan, Hong Kong)",More than 20 years,Linux,No,No,,Less than 10,2 to 5 hours,,,,,,,,,,,,,,,
12/10/2020 21:40,12/10/2020 21:41,83,FALSE,R_AHvpJWE4ZAPZtF7,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,Firefox,,,,,,,,,,,,,,,,,,,,
12/17/2020 15:47,12/17/2020 22:52,25506,TRUE,R_1Hjd3GG32mjYCWV,email,EN,"I consent, begin the study.",Male,High school,North America (US and Canada),11 to 20 years,nvm,No,No,,More than 100,Less than 2 hours,9,4,4,4,4,4,4,4,4,4,1 to 5,"No, I always pay same attention to code written by any types of developers",No idea.,No,
12/11/2020 2:03,12/11/2020 2:06,148,FALSE,R_1MXJcFmlOTYM0PL,email,EN,"I consent, begin the study.",Male,Masters,Europe,3 to 5 years,nsjail,Yes,No,,More than 100,2 to 5 hours,,,,,,,,,,,,,,,
12/11/2020 4:06,12/11/2020 4:07,57,FALSE,R_3nf8NMFLOHLPOOK,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2020 10:43,12/18/2020 10:58,865,TRUE,R_2Slcj26EttItMP4,email,EN,"I consent, begin the study.",Male,Masters,Europe,3 to 5 years,"django-migration-linter is probably where I devoted most time up until now, but I'm catching up with Django itself I guess. I'll consider django-migration-linter as my main project in the next answers",No,No,,More than 100,2 to 5 hours,6,3,9,2,3,2,6,3,8,6,None,"Yes, I often pay closer attention to code written by developers with certain characteristics",New contributor to the project,Yes,"In larger patches, that are adding new features, fixing bugs and basically tackling multiples things at once, you can often find a high number of changes lines. It's easy to miss security problems when your first concern is that the feature is actually working.
The mental effort to keep all this context in mind (working feature, tests, security...) when reviewing makes it easy to miss a security issue."
12/18/2020 14:47,12/18/2020 15:30,2583,TRUE,R_bpuZRYgskvFJK1P,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,11 to 20 years,herbstluftwm,No,No,,More than 100,Less than 2 hours,10,1,5,6,7,2,2,1,1,4,1 to 5,"No, I always pay same attention to code written by any types of developers","Sloppyness or ""works for me"", ""good enough"" attitude. Lack of education/training about principles of software security or common attack vectors.",No,
12/11/2020 23:56,12/11/2020 23:59,158,FALSE,R_Y5KQX07B2i27T3P,email,EN,"I consent, begin the study.",Male,High school,North America (US and Canada),More than 20 years,Bugzilla,No,No,,More than 100,Less than 2 hours,,,,,,,,,,,,,,,
12/12/2020 10:03,12/12/2020 10:04,70,FALSE,R_e2wchAzx8mENuGl,email,EN,"I consent, begin the study.",Male,Ph.D.,North America (US and Canada),3 to 5 years,Mozilla Firefox,No,No,,21 to 50,Less than 2 hours,,,,,,,,,,,,,,,
12/16/2020 12:13,12/19/2020 11:30,256655,TRUE,R_QgnJRkEcQdLbglz,email,EN,"I consent, begin the study.",Female,Masters,North America (US and Canada),11 to 20 years,Apache Spark,No,No,,More than 100,More than 20 hours,4,4,4,4,4,4,4,4,4,4,,,,,
12/12/2020 23:57,12/13/2020 1:23,5118,FALSE,R_3r1y87RAZejIGWL,email,EN,"I consent, begin the study.",Male,Bachelors,Oceania (Australia and New Zealand,11 to 20 years,Firefox,No,Yes,,More than 100,Less than 2 hours,,,,,,,,,,,,,,,
12/13/2020 6:37,12/13/2020 6:42,305,FALSE,R_8cvExOLHjyq0myZ,email,EN,"I consent, begin the study.",Male,Masters,"East Asia (China, Japan, South Korea, Taiwan, Hong Kong)",6 to 10 years,Firefox (gecko),Yes,Yes,,More than 100,More than 20 hours,,,,,,,,,,,,,,,
12/21/2020 3:30,12/21/2020 3:47,1068,TRUE,R_2COdZwaLq7H1d2K,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,WebKit,Yes,No,,21 to 50,Less than 2 hours,8,3,4,4,8,6,4,7,1,5,None,"Yes, I often pay closer attention to code written by developers with certain characteristics",It's the opposite. I tend to focus on code written by experienced developers in order to learn patterns that help to improve my own coding skills. Please note that I'm not a reviewer yet.,,
12/14/2020 13:05,12/14/2020 13:06,63,FALSE,R_1gUB5lPuvd2TTwv,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,"MediaWiki, phpMyAdmin",,,,,,,,,,,,,,,,,,,,
12/22/2020 6:22,12/22/2020 6:31,572,TRUE,R_RVqHZbIwrOEXkVH,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,11 to 20 years,BlueSpice MediaWiki,Yes,No,,More than 100,2 to 5 hours,7,4,3,3,7,3,4,4,6,4,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics","inexperienced developers
people who are more creative and less organized",Yes,Due to the complexity of code; 
12/15/2020 12:37,12/15/2020 12:40,179,FALSE,R_3PcnqhGptkCT8cO,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2020 18:04,12/22/2020 18:14,607,TRUE,R_1ihz63vJRdxaZB6,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,More than 20 years,tortoisegit,No,No,,More than 100,2 to 5 hours,10,6,4,4,3,5,2,3,2,1,1 to 5,"No, I always pay same attention to code written by any types of developers","Careless developer, feature keen",No,
12/16/2020 12:00,12/16/2020 12:01,38,FALSE,R_3Mb2vgCFMToQCFc,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,6 to 10 years,MODX,,,,,,,,,,,,,,,,,,,,
12/16/2020 12:00,12/16/2020 12:02,83,FALSE,R_R8HQTkVRdz477J7,email,EN,"I consent, begin the study.",Prefer not to answer,Masters,North America (US and Canada),11 to 20 years,chromium,,,,,,,,,,,,,,,,,,,,
12/16/2020 12:00,12/16/2020 12:02,101,FALSE,R_2Baf38yEdBEn53u,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,6 to 10 years,Gitlab,No,,,21 to 50,2 to 5 hours,,,,,,,,,,,,,,,
12/16/2020 12:03,12/16/2020 12:08,266,FALSE,R_2dMRLQMtBBKuKIC,email,EN,"I consent, begin the study.",Male,High school,Europe,11 to 20 years,GitLab,Yes,Yes,11 to 20,More than 100,6 to 10 hours,,,,,,,,,,,,,,,
12/16/2020 12:07,12/16/2020 12:10,164,FALSE,R_7aGOoKSZgkl4HYd,email,EN,"I consent, begin the study.",Male,High school,Europe,11 to 20 years,WordPress,No,Yes,More than 20,Less than 10,Less than 2 hours,,,,,,,,,,,,,,,
12/16/2020 12:13,12/16/2020 12:20,400,FALSE,R_2q1m8wUZI5UJw9h,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,More than 20 years,Ruby language ecosystem,No,No,,More than 100,2 to 5 hours,,,,,,,,,,,,,,,
12/16/2020 12:23,12/16/2020 12:38,886,FALSE,R_3QXxKZJpaGtmHC8,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,6 to 10 years,pretalx,Yes,No,,More than 100,2 to 5 hours,7,8,3,3,10,6,6,6,3,2,More than 50,"No, I always pay same attention to code written by any types of developers",inexperience,Yes,
12/16/2020 12:30,12/16/2020 12:44,866,FALSE,R_eVSISKFKfA5t0Ix,email,EN,"I consent, begin the study.",Male,Others,Europe,6 to 10 years,phpBB project,No,Yes,,Less than 10,Less than 2 hours,,,,,,,,,,,,,,,
12/16/2020 13:46,12/16/2020 13:47,49,FALSE,R_2Bhed1RaLWS9M50,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2020 14:00,12/16/2020 14:04,258,FALSE,R_2AEYIHlCncfEKRo,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,,,,,,,,,,,,,,,,,,,,,
12/16/2020 14:08,12/16/2020 14:12,233,FALSE,R_V3aHEmxgwswCuvD,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,3 to 5 years,MediaWiki,No,Yes,,21 to 50,Less than 2 hours,,,,,,,,,,,,,,,
12/16/2020 14:32,12/16/2020 14:35,175,FALSE,R_2eahYjsf0t45scR,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),More than 20 years,https://rubygems.org/gems/nokogiri,No,Yes,,More than 100,6 to 10 hours,,,,,,,,,,,,,,,
12/16/2020 14:39,12/16/2020 14:41,93,FALSE,R_2e4pTqa35A3raxX,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,jwhois,,,,,,,,,,,,,,,,,,,,
12/16/2020 14:49,12/16/2020 14:51,97,FALSE,R_33sg3ZuKsuXt4Ps,email,EN,"I consent, begin the study.",Male,High school,Europe,6 to 10 years,WebKit,No,No,,More than 100,More than 20 hours,,,,,,,,,,,,,,,
12/16/2020 16:12,12/16/2020 16:16,242,FALSE,R_3nGaPvjovatnDsL,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2020 18:01,12/16/2020 18:04,144,FALSE,R_SH33kony5hTWhXz,email,EN,"I consent, begin the study.",Male,Masters,"East Asia (China, Japan, South Korea, Taiwan, Hong Kong)",11 to 20 years,Webkit,No,No,,More than 100,More than 20 hours,,,,,,,,,,,,,,,
12/16/2020 19:34,12/17/2020 0:46,18715,FALSE,R_1JDwrClsGiIiRhQ,email,EN,"I consent, begin the study.",Male,Bachelors,Other Asian Countries,11 to 20 years,"Git, sublime-text-2-buildview",No,Yes,1 to 2,More than 100,2 to 5 hours,,,,,,,,,,,,,,,
12/17/2020 1:17,12/17/2020 1:21,263,FALSE,R_10ZvTZHwj49XHqh,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,More than 20 years,,,,,,,,,,,,,,,,,,,,,
12/17/2020 5:44,12/17/2020 5:49,251,FALSE,R_2Uh2bcnGXGlWe4I,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,Apache HTTP Server,No,No,,More than 100,2 to 5 hours,,,,,,,,,,,,,,,
12/17/2020 6:21,12/17/2020 6:26,297,FALSE,R_2zHHyeBCUKoi5Ml,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,Gerrit Code Review,Yes,No,,More than 100,6 to 10 hours,,,,,,,,,,,,,,,
12/17/2020 10:28,12/17/2020 10:34,336,FALSE,R_d9Y6H8Re2eLSKvT,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,Apache Tomcat,Yes,No,,More than 100,More than 20 hours,,,,,,,,,,,,,,,
12/18/2020 7:19,12/18/2020 7:22,197,FALSE,R_cUE1Tvx5EWVRLPP,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),More than 20 years,tonix-tuft/tempusdominus,,,,,,,,,,,,,,,,,,,,
12/18/2020 9:38,12/18/2020 9:48,580,FALSE,R_3fMBtjxLAZSiwhv,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,MediaWiki,,,,,,,,,,,,,,,,,,,,
12/26/2020 22:37,12/26/2020 23:08,1910,TRUE,R_2SqycCg6oqgeTty,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),More than 20 years,Qt,Yes,Yes,,11 to 20,Less than 2 hours,7,4,4,10,6,5,3,6,4,4,6 to 10,"No, I always pay same attention to code written by any types of developers",I don't know. Being in a hurry or overloaded appears to be a contributing factor.,No,
1/5/2021 14:37,1/5/2021 14:47,625,TRUE,R_1NqYjqRvyOj6nGF,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,Ruby on Rails,No,No,,11 to 20,2 to 5 hours,8,6,4,3,7,5,5,3,4,5,21 to 50,"Yes, I often pay closer attention to code written by developers with certain characteristics","* Experience in software development
* Experience with the particular project they are working on
* Conformance with common coding style
* Explicit vs. implicit preference with security (e.g. authorization checks at every entry point, vs. a centralized approach",Yes,"* Code does different thing than it says (or the comments say)
* Implicit assumption not met (e.g. a centralized check was assumed to happen, but didn't)
* Code copied from another place failed to be adjusted as necessary
* Not enough understanding of the problem the other developer was solving
* Not enough understanding of the security domain
* Use of novel technology (e.g. mobile app security reviewed by a web developer)"
1/5/2021 14:57,1/5/2021 15:26,1751,TRUE,R_1IobO0JufRmS1eZ,email,EN,"I consent, begin the study.",Prefer not to answer,Masters,Europe,11 to 20 years,,No,Yes,1 to 2,More than 100,6 to 10 hours,5,1,1,4,5,5,6,1,1,1,More than 50,"No, I always pay same attention to code written by any types of developers",lack of knowledge about security issues,Yes,Small change in one part of the code base that has security implications in other components of the project
1/5/2021 23:21,1/5/2021 23:25,217,TRUE,R_12R1fbhGPKAw2c3,email,EN,"I consent, begin the study.",Male,Others,Europe,3 to 5 years,MediaWiki,No,No,,More than 100,6 to 10 hours,6,6,6,1,7,1,1,1,1,1,None,"No, I always pay same attention to code written by any types of developers",,No,
1/6/2021 3:01,1/6/2021 3:09,461,TRUE,R_28YfcCS0yUo7P2a,email,EN,"I consent, begin the study.",Male,High school,Europe,11 to 20 years,Joomla,No,Yes,6 to 10,11 to 20,2 to 5 hours,7,5,2,5,7,6,6,5,3,4,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics","'- inexeperienced in software development.
- not looking at the whole software package, but only to fix a bug.",Yes,Sometimes it's easy to miss hidden defects
